Date,Recorder,Site,Plot,Quadrant,Species,Cover,Year
31/05/2023,Megan Sherlock,Knepp,N133,4,Ranunculus acris,30,2023
31/05/2023,Megan Sherlock,Knepp,N133,4,Poa trivialis,50,2023
31/05/2023,Megan Sherlock,Knepp,N133,4,Epilobium parviflorum,1,2023
31/05/2023,Megan Sherlock,Knepp,N133,4,Chamaenerion augustifolium,5,2023
31/05/2023,Megan Sherlock,Knepp,N133,4,Festuca rubra,15,2023
31/05/2023,Megan Sherlock,Knepp,N123,1,Leaf litter,85,2023
31/05/2023,Megan Sherlock,Knepp,N123,1,Rubus fruticosus,5,2023
31/05/2023,Megan Sherlock,Knepp,N123,1,Hyacinthoides non-scripta,10,2023
31/05/2023,Rona Learmonth,Knepp,N123,2,Rubus fruticosus,15,2023
31/05/2023,Rona Learmonth,Knepp,N123,2,Fraxinus excelsior,4,2023
31/05/2023,Rona Learmonth,Knepp,N123,2,Leaf litter,77,2023
31/05/2023,Rona Learmonth,Knepp,N123,2,Atropa belladonna,25,2023
31/05/2023,Megan Sherlock,Knepp,N123,3,Rubus fruticosus,15,2023
31/05/2023,Megan Sherlock,Knepp,N123,3,Fraxinus excelsior,5,2023
31/05/2023,Megan Sherlock,Knepp,N123,3,Hyacinthoides non-scripta,5,2023
31/05/2023,Megan Sherlock,Knepp,N123,3,Leaf litter,50,2023
31/05/2023,Megan Sherlock,Knepp,N123,3,Atropa belladonna,25,2023
31/05/2023,Rona Learmonth,Knepp,N123,4,Rubus fruticosus,10,2023
31/05/2023,Rona Learmonth,Knepp,N123,4,Atropa belladonna,7,2023
31/05/2023,Rona Learmonth,Knepp,N123,4,Leaf litter,83,2023
31/05/2023,Rona Learmonth,Knepp,N122,1,Rubus fruticosus,70,2023
31/05/2023,Rona Learmonth,Knepp,N122,1,Hedera helix,5,2023
31/05/2023,Rona Learmonth,Knepp,N122,1,Leaf litter,25,2023
31/05/2023,Megan Sherlock,Knepp,N122,2,Rubus fruticosus,40,2023
31/05/2023,Megan Sherlock,Knepp,N122,2,Atropa belladonna,15,2023
31/05/2023,Megan Sherlock,Knepp,N122,2,Hedera helix,10,2023
31/05/2023,Megan Sherlock,Knepp,N122,2,Leaf litter,35,2023
31/05/2023,Rona Learmonth,Knepp,N122,3,Rubus fruticosus,40,2023
31/05/2023,Rona Learmonth,Knepp,N122,3,Geum urbanum,10,2023
31/05/2023,Rona Learmonth,Knepp,N122,3,Atropa belladonna,2,2023
31/05/2023,Rona Learmonth,Knepp,N122,3,Leaf litter,48,2023
31/05/2023,Megan Sherlock,Knepp,N122,4,Rubus fruticosus,65,2023
31/05/2023,Megan Sherlock,Knepp,N122,4,Geum urbanum,5,2023
31/05/2023,Megan Sherlock,Knepp,N122,4,Leaf litter,30,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Holcus lanatus,1,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Bromus hordeaceus,8,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Poa trivialis,25,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Cynosurus cristatus,10,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Ervum tetraspermum,1,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Pulicaria dysenterica,15,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Senecio jacobaea,3,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Geranium dissectum,2,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Bare ground,20,2023
31/05/2023,Megan Sherlock,Knepp,N121,1,Rubus fruticosus,18,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Rubus fruticosus,35,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Pulicaria dysenterica,25,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Quercus petraea,10,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Holcus lanatus,12,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Poa trivialis,10,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Bromus hordeaceus,6,2023
31/05/2023,Rona Learmonth,Knepp,N121,2,Geranium dissectum,4,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Bromus hordeaceus,8,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Poa trivialis,25,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Poa pratensis,15,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Geranium dissectum,6,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Pulicaria dysenterica,5,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Holcus lanatus,5,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Rubus fruticosus,5,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Cynosurus cristatus,2,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Bare ground,20,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Festuca rubra,10,2023
31/05/2023,Megan Sherlock,Knepp,N121,3,Veronica chamaedrys,1,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Pulicaria dysenterica,15,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Rubus fruticosus,10,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Senecio jacobaea,10,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Holcus lanatus,20,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Bromus hordeaceus,12,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Poa pratensis,15,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Geranium dissectum,3,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Agrostis stolonifera,20,2023
31/05/2023,Rona Learmonth,Knepp,N121,4,Bare ground,5,2023
01/06/2023,Rona Learmonth,Knepp,M333,1,Agrostis stolonifera,0.02,2023
01/06/2023,Rona Learmonth,Knepp,M333,1,Vinca major,0.01,2023
01/06/2023,Rona Learmonth,Knepp,M333,1,Leaf litter,99.7,2023
01/06/2023,Megan Sherlock,Knepp,M333,2,Vinca major,0.01,2023
01/06/2023,Megan Sherlock,Knepp,M333,2,Leaf litter,50,2023
01/06/2023,Megan Sherlock,Knepp,M333,2,Bare ground,50,2023
01/06/2023,Rona Learmonth,Knepp,M333,3,Agrostis stolonifera,5,2023
01/06/2023,Rona Learmonth,Knepp,M333,3,Vinca major,0.01,2023
01/06/2023,Rona Learmonth,Knepp,M333,3,Leaf litter,70,2023
01/06/2023,Rona Learmonth,Knepp,M333,3,Bare ground,30,2023
01/06/2023,Megan Sherlock,Knepp,M333,4,Vinca major,1,2023
01/06/2023,Megan Sherlock,Knepp,M333,4,Leaf litter,75,2023
01/06/2023,Megan Sherlock,Knepp,M333,4,Bare ground,34,2023
01/06/2023,Megan Sherlock,Knepp,M311,1,Holcus lanatus,25,2023
01/06/2023,Megan Sherlock,Knepp,M311,1,Poa trivialis,20,2023
01/06/2023,Megan Sherlock,Knepp,M311,1,Festuca rubra,30,2023
01/06/2023,Megan Sherlock,Knepp,M311,1,Agrostis stolonifera,15,2023
01/06/2023,Megan Sherlock,Knepp,M311,1,Bare ground,10,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Holcus lanatus,25,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Poa pratensis,15,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Poa trivialis,5,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Ranunculus acris,7,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Primula vulgaris,3,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Festuca rubra,40,2023
01/06/2023,Rona Learmonth,Knepp,M311,2,Agrostis stolonifera,5,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Primula vulgaris,15,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Holcus lanatus,20,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Festuca rubra,30,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Agrostis stolonifera,10,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Poa trivialis,5,2023
01/06/2023,Megan Sherlock,Knepp,M311,3,Bare ground,20,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Pulicaria dysenterica,5,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Bare ground,60,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Juncus effusus,12,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Holcus lanatus,10,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Festuca rubra,5,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Ranunculus acris,15,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Cardamine flexuosa,2,2023
01/06/2023,Rona Learmonth,Knepp,M311,4,Persicaria hydropiper,1,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Holcus lanatus,15,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Trifolium repens,20,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Festuca rubra,30,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Poa pratensis,10,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Agrostis stolonifera,20,2023
01/06/2023,Megan Sherlock,Knepp,M133,1,Bare ground,5,2023
01/06/2023,Rona Learmonth,Knepp,M133,2,Holcus lanatus,50,2023
01/06/2023,Rona Learmonth,Knepp,M133,2,Trifolium repens,8,2023
01/06/2023,Rona Learmonth,Knepp,M133,2,Poa pratensis,5,2023
01/06/2023,Rona Learmonth,Knepp,M133,2,Festuca rubra,20,2023
01/06/2023,Rona Learmonth,Knepp,M133,2,Agrostis stolonifera,20,2023
01/06/2023,Megan Sherlock,Knepp,M133,3,Holcus lanatus,25,2023
01/06/2023,Megan Sherlock,Knepp,M133,3,Trifolium repens,20,2023
01/06/2023,Megan Sherlock,Knepp,M133,3,Poa pratensis,10,2023
01/06/2023,Megan Sherlock,Knepp,M133,3,Festuca rubra,20,2023
01/06/2023,Megan Sherlock,Knepp,M133,3,Agrostis stolonifera,25,2023
01/06/2023,Rona Learmonth,Knepp,M133,4,Bare ground,10,2023
01/06/2023,Rona Learmonth,Knepp,M133,4,Trifolium repens,35,2023
01/06/2023,Rona Learmonth,Knepp,M133,4,Holcus lanatus,30,2023
01/06/2023,Rona Learmonth,Knepp,M133,4,Festuca rubra,10,2023
01/06/2023,Rona Learmonth,Knepp,M133,4,Poa pratensis,15,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Holcus lanatus,20,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Agrostis stolonifera,40,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Potentilla reptans,25,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Ranunculus acris,10,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Cerastium arvense,1,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Poa trivialis,1,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Trifolium repens,3,2023
01/06/2023,Rona Learmonth,Knepp,M111,1,Festuca rubra,5,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Holcus lanatus,29,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Potentilla reptans,15,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Ranunculus repens,5,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Trifolium repens,5,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Agrostis stolonifera,30,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Festuca rubra,25,2023
01/06/2023,Megan Sherlock,Knepp,M111,2,Poa pratensis,3,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Holcus lanatus,40,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Potentilla reptans,15,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Trifolium repens,10,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Cerastium arvense,5,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Agrostis stolonifera,20,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Ranunculus repens,5,2023
01/06/2023,Rona Learmonth,Knepp,M111,3,Festuca rubra,8,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Potentilla reptans,15,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Ranunculus repens,20,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Cerastium arvense,25,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Holcus lanatus,10,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Festuca rubra,10,2023
01/06/2023,Megan Sherlock,Knepp,M111,4,Agrostis stolonifera,20,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Cirsium arvense,25,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Holcus lanatus,25,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Festuca rubra,20,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Potentilla reptans,10,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Poa pratensis,10,2023
01/06/2023,Megan Sherlock,Knepp,M121,1,Agrostis stolonifera,10,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Cirsium arvense,4,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Agrostis stolonifera,60,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Festuca rubra,15,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Potentilla reptans,10,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Holcus lanatus,2,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Poa trivialis,5,2023
01/06/2023,Rona Learmonth,Knepp,M121,2,Trifolium repens,3,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Cirsium arvense,45,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Agrostis stolonifera,25,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Holcus lanatus,10,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Festuca rubra,15,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Ranunculus acris,1,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Potentilla reptans,2,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Trifolium repens,1,2023
01/06/2023,Megan Sherlock,Knepp,M121,3,Poa trivialis,5,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Cirsium arvense,4,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Holcus lanatus,10,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Trifolium repens,10,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Festuca rubra,6,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Poa trivialis,5,2023
01/06/2023,Rona Learmonth,Knepp,M121,4,Agrostis stolonifera,65,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Arrhenatherum elatius,2,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Holcus lanatus,20,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Cirsium arvense,3,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Agrostis stolonifera,5,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Festuca rubra,20,2023
01/06/2023,Rona Learmonth,Knepp,M122,1,Bare ground,50,2023
01/06/2023,Megan Sherlock,Knepp,M122,2,Cirsium arvense,8,2023
01/06/2023,Megan Sherlock,Knepp,M122,2,Holcus lanatus,25,2023
01/06/2023,Megan Sherlock,Knepp,M122,2,Arrhenatherum elatius,10,2023
01/06/2023,Megan Sherlock,Knepp,M122,2,Festuca rubra,20,2023
01/06/2023,Megan Sherlock,Knepp,M122,2,Bare ground,37,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Holcus lanatus,40,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Cirsium arvense,2,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Poa pratensis,3,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Arrhenatherum elatius,4,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Agrostis stolonifera,25,2023
01/06/2023,Rona Learmonth,Knepp,M122,3,Bare ground,25,2023
01/06/2023,Megan Sherlock,Knepp,M122,4,Holcus lanatus,35,2023
01/06/2023,Megan Sherlock,Knepp,M122,4,Festuca rubra,20,2023
01/06/2023,Megan Sherlock,Knepp,M122,4,Agrostis stolonifera,30,2023
01/06/2023,Megan Sherlock,Knepp,M122,4,Bare ground,14,2023
01/06/2023,Megan Sherlock,Knepp,M122,4,Poa pratensis,1,2023
01/06/2023,Megan Sherlock,Knepp,M123,1,Rumex crispus,8,2023
01/06/2023,Megan Sherlock,Knepp,M123,1,Poa trivialis,30,2023
01/06/2023,Megan Sherlock,Knepp,M123,1,Agrostis stolonifera,55,2023
01/06/2023,Megan Sherlock,Knepp,M123,1,Festuca rubra,10,2023
01/06/2023,Rona Learmonth,Knepp,M123,2,Agrostis stolonifera,70,2023
01/06/2023,Rona Learmonth,Knepp,M123,2,Poa trivialis,3,2023
01/06/2023,Rona Learmonth,Knepp,M123,2,Festuca rubra,20,2023
01/06/2023,Rona Learmonth,Knepp,M123,2,Bare ground,10,2023
01/06/2023,Megan Sherlock,Knepp,M123,3,Agrostis stolonifera,66,2023
01/06/2023,Megan Sherlock,Knepp,M123,3,Festuca rubra,15,2023
01/06/2023,Megan Sherlock,Knepp,M123,3,Poa trivialis,5,2023
01/06/2023,Megan Sherlock,Knepp,M123,3,Bare ground,14,2023
01/06/2023,Rona Learmonth,Knepp,M123,4,Poa trivialis,20,2023
01/06/2023,Rona Learmonth,Knepp,M123,4,Festuca rubra,25,2023
01/06/2023,Rona Learmonth,Knepp,M123,4,Veronica serpyllifolia,0.5,2023
01/06/2023,Rona Learmonth,Knepp,M123,4,Agrostis stolonifera,60,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Holcus lanatus,15,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Poa trivialis,5,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Poa pratensis,12,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Agrostis stolonifera,45,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Festuca rubra,15,2023
01/06/2023,Rona Learmonth,Knepp,M211,1,Bare ground,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Holcus lanatus,15,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Poa trivialis,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Poa pratensis,5,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Trifolium repens,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Agrostis stolonifera,45,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Festuca rubra,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,2,Bare ground,5,2023
01/06/2023,Rona Learmonth,Knepp,M211,3,Agrostis stolonifera,75,2023
01/06/2023,Rona Learmonth,Knepp,M211,3,Holcus lanatus,12,2023
01/06/2023,Rona Learmonth,Knepp,M211,3,Bare ground,6,2023
01/06/2023,Rona Learmonth,Knepp,M211,3,Festuca rubra,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,4,Holcus lanatus,10,2023
01/06/2023,Megan Sherlock,Knepp,M211,4,Poa pratensis,15,2023
01/06/2023,Megan Sherlock,Knepp,M211,4,Agrostis stolonifera,40,2023
01/06/2023,Megan Sherlock,Knepp,M211,4,Festuca rubra,20,2023
01/06/2023,Megan Sherlock,Knepp,M211,4,Bare ground,5,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Holcus lanatus,20,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Trifolium repens,10,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Poa pratensis,5,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Elymus repens,5,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Lotus corniculatus,4,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Agrostis stolonifera,44,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Festuca rubra,10,2023
01/06/2023,Megan Sherlock,Knepp,M221,1,Ranunculus acris,2,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Holcus lanatus,12,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Trifolium repens,10,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Lotus corniculatus,8,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Bare ground,15,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Ranunculus repens,4,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Festuca rubra,15,2023
01/06/2023,Rona Learmonth,Knepp,M221,2,Agrostis stolonifera,40,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Holcus lanatus,10,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Trifolium repens,20,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Lotus corniculatus,10,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Festuca rubra,5,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Elymus repens,3,2023
01/06/2023,Megan Sherlock,Knepp,M221,3,Agrostis stolonifera,42,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Poo,2,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Holcus lanatus,10,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Lotus corniculatus,5,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Trifolium repens,20,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Agrostis stolonifera,50,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Festuca rubra,5,2023
01/06/2023,Rona Learmonth,Knepp,M221,4,Bare ground,10,2023
01/06/2023,Rona Learmonth,Knepp,M222,1,Cirsium arvense,60,2023
01/06/2023,Rona Learmonth,Knepp,M222,1,Cynosurus cristatus,3,2023
01/06/2023,Rona Learmonth,Knepp,M222,1,Festuca rubra,20,2023
01/06/2023,Rona Learmonth,Knepp,M222,1,Agrostis stolonifera,17,2023
01/06/2023,Megan Sherlock,Knepp,M222,2,Cirsium arvense,25,2023
01/06/2023,Megan Sherlock,Knepp,M222,2,Festuca rubra,15,2023
01/06/2023,Megan Sherlock,Knepp,M222,2,Agrostis stolonifera,40,2023
01/06/2023,Megan Sherlock,Knepp,M222,2,Poa pratensis,10,2023
01/06/2023,Megan Sherlock,Knepp,M222,2,Bare ground,10,2023
01/06/2023,Rona Learmonth,Knepp,M222,3,Cirsium arvense,50,2023
01/06/2023,Rona Learmonth,Knepp,M222,3,Poa trivialis,2,2023
01/06/2023,Rona Learmonth,Knepp,M222,3,Agrostis stolonifera,48,2023
01/06/2023,Megan Sherlock,Knepp,M222,4,Holcus lanatus,5,2023
01/06/2023,Megan Sherlock,Knepp,M222,4,Cirsium arvense,30,2023
01/06/2023,Megan Sherlock,Knepp,M222,4,Poa trivialis,10,2023
01/06/2023,Megan Sherlock,Knepp,M222,4,Agrostis stolonifera,55,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Cirsium arvense,8,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Holcus lanatus,4,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Hordeum murinum,2,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Poa pratensis,1,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Bare ground,30,2023
01/06/2023,Megan Sherlock,Knepp,M223,1,Agrostis stolonifera,55,2023
01/06/2023,Rona Learmonth,Knepp,M223,2,Cirsium arvense,20,2023
01/06/2023,Rona Learmonth,Knepp,M223,2,Holcus lanatus,20,2023
01/06/2023,Rona Learmonth,Knepp,M223,2,Poa pratensis,15,2023
01/06/2023,Rona Learmonth,Knepp,M223,2,Dead wood,2,2023
01/06/2023,Rona Learmonth,Knepp,M223,2,Agrostis stolonifera,43,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Cirsium arvense,8,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Holcus lanatus,15,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Poa trivialis,6,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Hordeum murinum,2,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Festuca rubra,10,2023
01/06/2023,Megan Sherlock,Knepp,M223,3,Agrostis stolonifera,60,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Cirsium arvense,25,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Poa trivialis,8,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Poa pratensis,6,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Holcus lanatus,3,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Hordeum murinum,7,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Bare ground,20,2023
01/06/2023,Rona Learmonth,Knepp,M223,4,Agrostis stolonifera,31,2023
01/06/2023,Megan Sherlock,Knepp,M233,1,Dead wood,17,2023
01/06/2023,Megan Sherlock,Knepp,M233,1,Agrostis stolonifera,75,2023
01/06/2023,Megan Sherlock,Knepp,M233,1,Hedera helix,5,2023
01/06/2023,Megan Sherlock,Knepp,M233,1,Bare ground,5,2023
01/06/2023,Rona Learmonth,Knepp,M233,2,Dead wood,10,2023
01/06/2023,Rona Learmonth,Knepp,M233,2,Agrostis stolonifera,60,2023
01/06/2023,Rona Learmonth,Knepp,M233,2,Hedera helix,3,2023
01/06/2023,Rona Learmonth,Knepp,M233,2,Bare ground,27,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Rubus fruticosus,8,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Potentilla sterilis,3,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Hedera helix,5,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Dead wood,10,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Agrostis stolonifera,66,2023
01/06/2023,Megan Sherlock,Knepp,M233,3,Bare ground,8,2023
01/06/2023,Rona Learmonth,Knepp,M233,4,Dead wood,8,2023
01/06/2023,Rona Learmonth,Knepp,M233,4,Hedera helix,10,2023
01/06/2023,Rona Learmonth,Knepp,M233,4,Agrostis stolonifera,61,2023
01/06/2023,Rona Learmonth,Knepp,M233,4,Quercus petraea,1,2023
01/06/2023,Rona Learmonth,Knepp,M233,4,Bare ground,20,2023
01/06/2023,Rona Learmonth,Knepp,M322,1,Agrostis stolonifera,20,2023
01/06/2023,Rona Learmonth,Knepp,M322,1,Bare ground,80,2023
01/06/2023,Megan Sherlock,Knepp,M322,2,Agrostis stolonifera,20,2023
01/06/2023,Megan Sherlock,Knepp,M322,2,Bare ground,79,2023
01/06/2023,Megan Sherlock,Knepp,M322,2,Acer campestre,0.5,2023
01/06/2023,Megan Sherlock,Knepp,M322,2,Arum maculatum,0.5,2023
01/06/2023,Rona Learmonth,Knepp,M322,3,Agrostis stolonifera,12,2023
01/06/2023,Rona Learmonth,Knepp,M322,3,Bare ground,88,2023
01/06/2023,Megan Sherlock,Knepp,M322,4,Agrostis stolonifera,25,2023
01/06/2023,Megan Sherlock,Knepp,M322,4,Bare ground,75,2023
01/06/2023,Megan Sherlock,Knepp,M321,1,Poa trivialis,20,2023
01/06/2023,Megan Sherlock,Knepp,M321,1,Holcus lanatus,2,2023
01/06/2023,Megan Sherlock,Knepp,M321,1,Agrostis stolonifera,50,2023
01/06/2023,Megan Sherlock,Knepp,M321,1,Bare ground,18,2023
01/06/2023,Rona Learmonth,Knepp,M321,2,Bare ground,24,2023
01/06/2023,Rona Learmonth,Knepp,M321,2,Poa trivialis,2,2023
01/06/2023,Rona Learmonth,Knepp,M321,2,Festuca rubra,8,2023
01/06/2023,Rona Learmonth,Knepp,M321,2,Trifolium repens,5,2023
